keystroke_rate,avg_key_gap,cpu_usage,memory_usage,process_count,window_switches,label
0.0,0.0,9.6,72.8,282,0,1
0.0,0.0,8.1,72.9,282,0,1
0.9995117665035218,0.4962243437767029,11.1,73.0,282,0,1
3.1984065555719083,0.3108345667521159,4.7,72.9,282,0,1
1.9992209609178246,0.5000845591227213,3.6,72.7,282,0,1
0.7996568245210319,0.47683143615722656,2.2,72.7,281,0,1
2.798797285025947,0.34809264769920933,2.8,72.6,281,0,1
1.7994844769126277,0.27820131182670593,8.2,72.9,281,0,1
0.0,0.0,5.6,73.0,281,0,1
0.0,0.0,4.2,72.7,281,0,1
0.0,0.0,5.4,72.7,281,0,1
2.1990344662968795,0.33242499828338623,3.0,72.6,281,0,1
1.9696197143798209,0.5157708326975504,4.9,72.6,281,0,1
0.5995073647300533,0.30869007110595703,11.2,72.9,281,0,1
0.0,0.0,8.4,73.1,280,0,1
0.0,0.0,6.2,73.1,279,0,1
0.9994277892367666,0.21450990438461304,10.3,72.5,279,0,1
1.1990113018778146,0.4884788990020752,2.2,72.4,279,0,1
0.19972344545685664,0.0,1.4,72.3,279,0,1
0.19984796645846947,0.0,1.5,72.2,279,0,1
1.9982883809000918,0.3460403018527561,6.6,72.4,279,0,1
0.0,0.0,7.9,72.4,279,0,1
0.0,0.0,6.7,72.4,279,0,1
2.399266200379885,0.3156523487784646,4.5,72.0,279,0,1
2.1981690589370007,0.4806899309158325,4.8,71.8,279,0,1
2.1546622869801775,0.39481549263000487,6.8,72.1,279,0,1
0.0,0.0,8.3,72.2,278,0,1
0.0,0.0,8.7,72.3,278,0,1
0.0,0.0,8.8,72.3,278,0,1
0.0,0.0,4.1,72.2,276,0,1
0.0,0.0,6.8,72.1,276,0,1
0.0,0.0,5.9,72.2,275,0,1
0.0,0.0,3.8,72.1,275,0,1
2.399177337444612,0.2748359983617609,4.2,72.0,275,0,1
0.0,0.0,5.1,72.1,279,0,1
0.7995860907268081,0.2758195400238037,3.4,72.1,279,0,1
0.19989539851649665,0.0,12.9,72.5,280,0,1
0.0,0.0,7.8,72.5,276,0,1
0.0,0.0,5.0,72.4,276,0,1
1.7993723674360373,0.5646404027938843,4.1,71.9,276,0,1
2.9989565188542326,0.3401885713849749,4.5,71.8,275,0,1
1.3994582747328623,0.6212589740753174,4.4,71.7,275,0,1
0.19987191778644886,0.0,11.4,72.2,275,0,1
0.0,0.0,12.2,72.0,273,0,1
0.0,0.0,10.4,72.1,273,0,1
0.0,0.0,3.4,72.1,273,0,1
0.0,0.0,5.6,72.0,272,0,1
1.199298601277129,0.4452247142791748,6.5,71.9,271,0,1
2.1805796904315486,0.2990518093109131,5.3,71.9,271,0,1
2.1948473491886804,0.46309466361999513,5.3,71.8,271,0,1
2.3987073997342874,0.405031529339877,4.6,71.8,271,0,1
2.7989414975634967,0.3750320764688345,3.7,71.5,271,0,1
1.9989445537069703,0.46256091859605575,4.2,71.5,271,0,1
1.99940117651035,0.5212016900380453,4.0,71.5,271,0,1
2.598673496256951,0.40110719203948975,4.2,71.5,271,0,1
0.9996012371087241,0.4807736873626709,12.1,71.9,271,0,1
0.0,0.0,8.6,71.8,271,0,1
0.0,0.0,7.5,71.9,271,0,1
0.0,0.0,11.2,72.2,271,0,1
0.0,0.0,5.4,71.7,271,0,1
0.0,0.0,6.9,71.7,271,0,1
0.0,0.0,3.2,71.5,271,0,1
2.3987660461375366,0.34926310452547943,4.2,71.5,271,0,1
1.9991249100363668,0.543689039018419,3.9,72.0,271,0,1
0.19992044753386162,0.0,12.6,71.9,271,0,1
0.0,0.0,9.9,72.0,269,0,1
0.0,0.0,10.9,72.1,269,0,1
0.0,0.0,11.1,72.2,270,0,1
0.0,0.0,14.9,72.8,271,0,1
0.0,0.0,28.5,75.4,273,0,1
0.0,0.0,15.2,75.7,273,0,1
0.0,0.0,13.8,76.1,273,0,1
0.0,0.0,17.8,76.6,273,0,1
0.0,0.0,22.7,75.8,273,0,1
0.0,0.0,20.9,75.9,274,0,1
0.0,0.0,14.4,76.5,273,0,1
0.0,0.0,11.9,75.6,273,0,1
0.0,0.0,8.4,75.4,273,0,1
0.0,0.0,10.1,75.3,273,0,1
0.0,0.0,7.6,75.3,273,0,1
0.0,0.0,6.8,75.1,273,0,1
0.0,0.0,9.9,75.3,274,0,1
0.0,0.0,7.9,75.0,274,0,1
0.0,0.0,7.4,75.0,274,0,1
0.0,0.0,8.9,74.9,274,0,1
0.0,0.0,6.9,75.0,274,0,1
0.0,0.0,11.4,75.3,274,0,1
0.0,0.0,12.5,75.2,273,0,1
0.0,0.0,10.4,75.1,273,0,1
0.0,0.0,16.5,75.2,272,0,1
0.0,0.0,13.8,75.3,272,0,1
0.0,0.0,8.2,75.2,272,0,1
0.0,0.0,6.6,75.0,272,0,1
0.0,0.0,11.1,75.3,272,0,1
0.0,0.0,7.9,75.3,272,0,1
0.0,0.0,10.6,75.1,272,0,1
0.0,0.0,8.9,75.1,272,0,1
0.0,0.0,6.8,75.0,272,0,1
0.0,0.0,5.8,75.0,272,0,1
0.0,0.0,6.9,75.0,272,0,1
0.0,0.0,7.1,74.9,272,0,1
0.0,0.0,11.5,75.4,272,0,1
0.0,0.0,8.7,75.3,272,0,1
0.0,0.0,10.9,75.1,272,0,1
0.0,0.0,6.6,75.0,272,0,1
0.0,0.0,7.0,74.9,272,0,1
0.0,0.0,7.9,75.0,272,0,1
0.0,0.0,8.6,75.0,272,0,1
0.0,0.0,13.6,74.9,272,0,1
0.0,0.0,7.1,74.7,272,0,1
0.0,0.0,7.7,74.7,272,0,1
0.0,0.0,7.7,74.7,272,0,1
0.0,0.0,6.9,74.7,272,0,1
0.0,0.0,7.3,74.7,272,0,1
0.0,0.0,8.1,74.6,272,0,1
0.0,0.0,8.8,74.6,272,0,1
0.0,0.0,6.6,74.6,272,0,1
0.0,0.0,6.8,74.6,272,0,1
0.0,0.0,6.7,74.6,272,0,1
0.0,0.0,6.6,74.6,272,0,1
0.0,0.0,8.7,74.6,273,0,1
0.0,0.0,9.2,74.6,273,0,1
0.0,0.0,6.6,74.6,273,0,1
0.0,0.0,7.5,74.6,273,0,1
0.0,0.0,10.2,74.7,273,0,1
0.0,0.0,7.7,74.7,273,0,1
0.0,0.0,6.6,74.7,273,0,1
0.0,0.0,7.7,74.7,273,0,1
0.0,0.0,7.0,74.7,273,0,1
0.0,0.0,7.2,74.7,273,0,1
0.0,0.0,13.0,74.8,273,0,1
0.0,0.0,17.3,75.2,278,0,1
0.7994472129804883,0.29706915219624835,10.2,75.2,278,0,1
0.0,0.0,28.8,76.1,278,0,1
0.0,0.0,12.2,75.9,278,0,1
0.7994711368998426,0.36127432187398273,17.2,76.2,279,0,1
0.0,0.0,12.7,76.1,279,0,1
0.0,0.0,18.7,74.5,280,0,1
0.0,0.0,27.2,75.1,285,0,1
0.0,0.0,21.5,75.5,282,0,1
0.0,0.0,16.5,75.8,282,0,1
0.0,0.0,20.1,77.3,282,0,1
0.0,0.0,6.3,77.3,282,0,1
0.0,0.0,13.1,77.1,282,0,1
0.0,0.0,15.9,78.1,282,0,1
0.0,0.0,17.9,78.3,283,0,1
0.0,0.0,13.6,77.2,283,0,1
0.0,0.0,20.7,77.3,281,0,1
0.0,0.0,13.9,77.1,285,1,1
0.0,0.0,57.5,82.7,306,1,1
0.0,0.0,29.6,82.0,306,1,1
0.0,0.0,26.5,81.9,305,1,1
0.0,0.0,38.1,84.6,305,2,1
0.0,0.0,42.0,83.6,301,3,1
0.0,0.0,28.2,83.3,302,3,1
0.0,0.0,24.9,84.2,306,3,1
0.0,0.0,18.6,84.2,306,3,1
0.0,0.0,21.6,84.2,306,3,1
0.0,0.0,18.0,84.2,306,3,1
0.0,0.0,23.7,83.4,307,3,1
0.0,0.0,38.8,83.5,307,3,1
0.0,0.0,32.4,83.2,306,3,1
0.0,0.0,24.8,83.5,306,3,1
0.0,0.0,43.8,85.3,312,3,1
0.0,0.0,36.9,87.0,311,3,1
0.0,0.0,44.3,87.1,314,3,1
0.0,0.0,32.3,87.0,313,3,1
0.0,0.0,32.5,86.9,313,3,1
0.0,0.0,35.8,87.0,313,3,1
0.0,0.0,34.0,87.0,313,3,1
0.0,0.0,38.5,86.9,311,3,1
0.0,0.0,28.4,85.6,310,3,1
0.0,0.0,33.9,85.6,310,3,1
0.0,0.0,29.1,85.6,310,3,1
0.0,0.0,28.0,85.5,310,3,1
0.0,0.0,26.9,85.5,310,3,1
0.0,0.0,30.9,85.4,310,3,1
0.0,0.0,42.5,85.7,310,3,1
0.0,0.0,32.3,85.5,309,3,1
0.0,0.0,32.2,85.4,309,3,1
0.0,0.0,33.0,85.3,309,3,1
0.0,0.0,30.2,85.3,309,3,1
0.0,0.0,29.7,85.3,309,3,1
0.0,0.0,34.3,85.6,310,3,1
0.0,0.0,26.9,75.7,296,4,1
0.0,0.0,8.8,75.6,296,4,1
0.0,0.0,25.2,67.7,275,5,1
0.0,0.0,14.3,68.1,275,6,1
0.0,0.0,15.5,68.8,275,7,1
0.599779782089134,0.2482820749282837,16.5,69.0,275,7,1
4.797664253614931,0.21409106254577637,7.2,68.7,274,7,1
5.196900175843257,0.18478975296020508,8.6,68.3,274,7,1
2.7979321884637356,0.3590549138876108,8.3,68.3,274,7,1
3.3973811119529804,0.2843988835811615,6.1,68.3,274,7,1
2.599025157361612,0.4103604555130005,5.9,68.3,273,7,1
2.9986126166239213,0.3391365834644863,5.7,68.0,272,7,1
