keystroke_rate,avg_key_gap,cpu_usage,memory_usage,process_count,window_switches,label
0.0,0.0,73.8,45.1,231,7,0
0.0,0.0,52.1,45.9,231,7,0
0.0,0.0,58.7,46.7,233,7,0
0.7988890647032766,0.13865129152933756,27.2,47.0,231,8,0
3.5954371945621455,0.27295495482052073,20.0,47.2,230,8,0
5.592201883702898,0.17955619317513924,21.0,47.1,231,8,0
2.7963910901615514,0.34214577308067906,15.5,46.9,233,8,0
3.196130021589364,0.30933847427368166,14.9,46.8,233,8,0
3.995499910931768,0.2522106547104685,18.9,46.4,232,8,0
5.194790723375673,0.1974471950531006,14.9,46.2,230,8,0
2.996345637685057,0.32905605861118864,12.2,46.2,229,8,0
8.390584981642341,0.11673838336293291,18.9,46.1,227,8,0
2.5976456903630862,0.361322820186615,16.9,46.0,226,8,0
2.5955852258203023,0.3766743739446004,11.7,46.0,230,8,0
3.9956359843148834,0.24168279296473452,16.9,46.1,230,8,0
1.7981910497390583,0.4049825370311737,26.8,47.0,233,9,0
0.0,0.0,15.7,47.4,234,9,0
0.0,0.0,25.2,47.5,234,9,0
0.0,0.0,20.6,47.4,234,10,0
0.0,0.0,16.4,47.5,234,11,0
0.0,0.0,17.3,47.4,233,12,0
0.0,0.0,15.1,47.2,234,12,0
0.0,0.0,15.7,46.7,233,12,0
0.0,0.0,17.6,46.7,230,12,0
0.0,0.0,20.8,46.6,228,12,0
0.0,0.0,14.6,46.7,228,12,0
1.59834179294638,0.2777323382241385,11.0,46.6,227,12,0
2.9969859394812777,0.23657020500728063,17.2,46.6,227,12,0
4.395453749309717,0.23505017870948428,19.9,46.7,228,12,0
3.196767489843863,0.32586243947347004,10.5,46.7,228,12,0
4.195495720570152,0.2296179175376892,18.5,46.5,226,12,0
3.99605872732563,0.2506182068272641,16.7,46.6,226,12,0
0.5993623269920423,0.14001727104187012,21.8,46.0,224,13,0
0.0,0.0,10.8,46.0,224,14,0
0.0,0.0,13.0,46.0,229,15,0
0.0,0.0,25.1,46.3,225,16,0
0.0,0.0,19.2,46.5,229,16,0
0.0,0.0,23.2,46.6,229,16,0
0.0,0.0,18.6,46.6,229,16,0
0.0,0.0,12.8,46.8,229,16,0
0.0,0.0,21.2,47.0,229,16,0
0.0,0.0,30.5,47.1,230,17,0
1.1983793622449574,0.4079803466796875,12.3,46.9,232,17,0
1.5929562559354113,0.20455901963370188,16.4,47.1,232,17,0
3.3967720856240082,0.22399991750717163,14.7,47.1,228,17,0
0.599461267161265,0.2839820384979248,10.4,47.1,229,17,0
2.3974222433964565,0.43273511799899017,11.2,47.1,227,17,0
0.3995668529112775,0.2320237159729004,13.1,46.8,226,17,0
2.597194316995071,0.3259986440340678,15.3,46.8,226,17,0
4.395756735832205,0.21447680110023135,10.5,46.8,226,17,0
2.9967212786798805,0.2720020498548235,16.4,46.8,226,17,0
2.397751399194338,0.24216981367631393,15.1,46.8,226,17,0
1.3985808467665104,0.22934571901957193,9.0,46.7,226,17,0
1.3986059636850876,0.30665870507558185,12.8,46.7,226,17,0
0.9987756954763598,0.9299882054328918,15.5,46.7,226,17,0
3.7956856842205635,0.2635510630077786,14.7,46.7,229,17,0
0.1998216694657459,0.0,9.8,46.7,229,17,0
3.996092040459738,0.22778708056399696,16.1,46.7,229,17,0
2.3973387696000916,0.3570825836875222,17.2,46.6,228,17,0
3.196814240416981,0.3023945967356364,11.3,46.7,229,17,0
3.9962934539807615,0.2547380673257928,15.6,46.7,229,17,0
4.59518187264454,0.2177969217300415,15.9,46.6,229,17,0
4.195917230272248,0.24279963970184326,13.7,46.8,229,17,0
2.5973563875154726,0.25533564885457355,13.0,46.4,228,17,0
3.794979119746376,0.2431163125567966,18.0,46.3,228,17,0
1.1987142049769899,0.21119976043701172,11.8,46.3,229,17,0
2.9960641114106483,0.3148626259395054,11.5,46.2,229,17,0
4.794889708524931,0.21357111308885657,17.3,46.1,224,17,0
3.99583506780876,0.2345228446157355,22.1,46.2,225,17,0
3.9955630935038795,0.2555787312357049,10.8,46.3,225,17,0
4.79563027863529,0.1824706844661547,18.2,46.2,224,17,0
4.396114636193188,0.1923776354108538,18.1,46.2,224,17,0
3.7959060762580488,0.2471063666873508,15.7,46.2,223,17,0
0.0,0.0,20.4,46.6,224,18,0
0.0,0.0,14.3,46.6,224,18,0
0.0,0.0,13.1,46.6,224,18,0
0.0,0.0,11.0,46.4,229,18,0
0.0,0.0,14.0,46.3,226,18,0
0.0,0.0,18.3,46.4,230,18,0
0.0,0.0,11.4,46.2,225,18,0
0.0,0.0,21.8,46.3,226,18,0
0.0,0.0,21.2,46.5,228,18,0
0.0,0.0,9.8,46.5,228,18,0
0.0,0.0,12.1,46.5,228,18,0
